8.112747073173522949e-01,1.029161572456359863e+00
8.256841301918029785e-01,1.039511203765869141e+00
8.399863839149475098e-01,1.049950361251831055e+00
8.541822433471679688e-01,1.060478210449218750e+00
8.682726621627807617e-01,1.071094036102294922e+00
8.822584748268127441e-01,1.081796765327453613e+00
8.961404561996459961e-01,1.092585563659667969e+00
9.099195599555969238e-01,1.103459715843200684e+00
9.235966205596923828e-01,1.114418148994445801e+00
9.371724724769592285e-01,1.125460147857666016e+00
9.506479501724243164e-01,1.136584877967834473e+00
9.640240073204040527e-01,1.147791266441345215e+00
9.773013591766357422e-01,1.159078598022460938e+00
9.904810190200805664e-01,1.170446038246154785e+00
1.003563761711120605e+00,1.181892633438110352e+00
1.016550421714782715e+00,1.193417549133300781e+00
1.029441833496093750e+00,1.205019831657409668e+00
1.042238950729370117e+00,1.216698765754699707e+00
1.054942607879638672e+00,1.228453397750854492e+00
1.067553520202636719e+00,1.240282893180847168e+00
1.080072760581970215e+00,1.252186298370361328e+00
1.092501044273376465e+00,1.264162898063659668e+00
1.104839324951171875e+00,1.276211738586425781e+00
1.117088437080383301e+00,1.288331866264343262e+00
1.129249095916748047e+00,1.300522565841674805e+00
1.141322374343872070e+00,1.312782883644104004e+00
1.153308987617492676e+00,1.325112104415893555e+00
1.165209770202636719e+00,1.337509036064147949e+00
1.177025675773620605e+00,1.349973201751708984e+00
1.188757538795471191e+00,1.362503409385681152e+00
1.200406193733215332e+00,1.375098943710327148e+00
1.211972475051879883e+00,1.387758970260620117e+00
1.223457336425781250e+00,1.400482535362243652e+00
1.234861493110656738e+00,1.413268804550170898e+00
1.246185898780822754e+00,1.426116943359375000e+00
1.257431387901306152e+00,1.439025998115539551e+00
1.268598914146423340e+00,1.451995253562927246e+00
1.279689073562622070e+00,1.465023636817932129e+00
1.290703058242797852e+00,1.478110432624816895e+00
1.301641464233398438e+00,1.491254687309265137e+00
1.312505245208740234e+00,1.504455685615539551e+00
1.323295235633850098e+00,1.517712354660034180e+00
1.334012389183044434e+00,1.531023979187011719e+00
1.344657421112060547e+00,1.544389605522155762e+00
1.355231165885925293e+00,1.557808518409729004e+00
1.365734696388244629e+00,1.571279644966125488e+00
1.376168727874755859e+00,1.584802150726318359e+00
1.386534094810485840e+00,1.598375320434570312e+00
1.396831631660461426e+00,1.611998081207275391e+00
1.407062292098999023e+00,1.625669717788696289e+00
1.417226910591125488e+00,1.639389395713806152e+00
1.427326440811157227e+00,1.653156042098999023e+00
1.437361478805541992e+00,1.666969060897827148e+00
1.447333097457885742e+00,1.680827379226684570e+00
1.457242012023925781e+00,1.694730162620544434e+00
1.467089176177978516e+00,1.708676576614379883e+00
1.476875424385070801e+00,1.722665786743164062e+00
1.486601591110229492e+00,1.736696958541870117e+00
1.496268630027770996e+00,1.750769019126892090e+00
1.505877256393432617e+00,1.764881372451782227e+00
1.515428423881530762e+00,1.779032945632934570e+00
1.524922966957092285e+00,1.793223023414611816e+00
1.534361720085144043e+00,1.807450532913208008e+00
1.543745517730712891e+00,1.821714878082275391e+00
1.553075313568115234e+00,1.836014986038208008e+00
1.562351942062377930e+00,1.850350022315979004e+00
1.571576118469238281e+00,1.864719152450561523e+00
1.580748915672302246e+00,1.879121541976928711e+00
1.589871048927307129e+00,1.893556237220764160e+00
1.598943352699279785e+00,1.908022522926330566e+00
1.607966780662536621e+00,1.922519445419311523e+00
1.616942644119262695e+00,1.937046289443969727e+00
1.625871777534484863e+00,1.951602339744567871e+00
1.634755492210388184e+00,1.966187000274658203e+00
1.643594980239868164e+00,1.980799436569213867e+00
1.652391195297241211e+00,1.995438933372497559e+00
1.661145448684692383e+00,2.010104894638061523e+00
1.669858813285827637e+00,2.024796485900878906e+00
1.678532481193542480e+00,2.039513111114501953e+00
1.687167525291442871e+00,2.054254055023193359e+00
1.695765018463134766e+00,2.069018602371215820e+00
1.704326272010803223e+00,2.083805799484252930e+00
1.712852239608764648e+00,2.098615169525146484e+00
1.721344113349914551e+00,2.113445997238159180e+00
1.729803204536437988e+00,2.128297805786132812e+00
1.738230466842651367e+00,2.143169403076171875e+00
1.746627092361450195e+00,2.158060073852539062e+00
1.754994153976440430e+00,2.172969579696655273e+00
